S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82
12.708909,12.490602,12.360674,10.497043,12.555151,12.449556,12.425582,12.451949,12.391825,8.526304,15.060766,12.317142,26.174652,25.733934,25.246437,13.186886,16.336117,19.404102,12.508732,25.672117,25.182926,25.229776,15.241254,14.943268,18.49354,14.774813,25.174692,13.117834,12.950825,10.084561,12.855104,16.29057,12.800513,13.00044,13.162715,13.050563,12.847861,18.188099,16.623587,13.968826,22.743002,22.571405,22.618925,16.042036,19.79301,15.429294,12.633138,12.683421,12.391069,12.261292,12.419299,12.365713,11.6119795,12.318389,12.272444,12.340464,12.266431,12.338971,11.287681,12.259221,12.187523,12.444896,12.888599,12.965,12.014948,12.8098545,12.851161,13.092008,12.9134035,12.944847,12.930543,12.789777,14.261231,18.748243,15.612351,18.46133,17.288378,17.320244,14.401635,15.190145,15.685299,15.342353,15.896954
18.230198,18.080425,11.731194,12.22722,12.243344,12.154083,12.146131,12.189423,12.125731,6.578304,11.185235,11.258462,17.825666,17.942755,17.628525,15.142032,9.019177,10.648718,5.5457277,4.995651,14.351248,14.284148,14.008278,8.895494,8.718341,5.5043864,5.1048093,4.9440203,5.017339,5.3706136,17.230679,16.994202,16.45555,17.101185,17.523058,17.396479,16.63539,16.950602,9.766026,9.922682,6.151765,5.84097,5.7962723,5.786179,10.597928,9.50971,7.1410503,6.7672005,4.6716204,4.61695,4.771797,5.0512533,4.8905916,4.9301543,15.337439,15.321215,15.353716,15.064537,13.046277,12.080258,22.34697,21.874678,21.978949,12.646897,12.628057,13.205853,17.174273,10.696892,10.888158,10.890254,10.853984,10.911497,10.67738,12.267316,12.322745,12.652387,12.613366,12.604397,13.098199,15.230842,15.239601,14.481169,13.101431
36.44052,37.10679,30.228308,19.439903,32.07521,39.848576,40.026012,35.722504,31.712847,26.979975,32.83341,36.768982,35.27374,46.41531,43.5917,36.673454,34.34455,32.57799,26.976648,42.352917,32.00655,40.2413,34.08249,31.140379,24.645105,20.059177,33.73991,37.4569,43.558804,31.609526,31.776342,23.811396,19.649931,38.524147,42.06533,38.074085,34.831604,31.48616,27.114363,16.610508,43.590748,35.488693,40.89033,30.537165,31.529133,18.318518,22.556324,39.089756,41.91038,33.558464,41.32833,24.164495,23.15563,33.6242,32.50013,38.907536,28.206348,38.064606,32.67828,32.582478,39.255962,33.80352,49.93986,32.153103,30.1936,31.88399,32.77535,28.017838,41.539936,38.54333,45.67327,28.368586,34.381077,27.1542,23.161997,37.29263,36.537243,35.149353,30.111872,31.626259,27.856367,30.027136,37.256596
29.050459,29.032408,29.04707,29.029087,29.040228,29.029545,29.039846,29.041357,29.032454,29.028934,29.01766,29.031086,29.026598,29.058414,29.049438,29.062464,29.040613,29.048155,29.055992,29.044226,29.05436,29.052206,29.0712,29.050003,29.061283,29.046007,29.058968,29.066988,29.054764,29.05303,29.057753,29.058,29.03856,29.05246,29.057209,29.055748,29.058552,29.058006,29.061556,29.05239,29.069387,29.059906,29.053524,29.06894,29.052422,29.033485,29.012457,29.050823,29.054409,29.05361,29.017363,29.022615,29.022951,29.019321,29.04086,29.042503,29.046204,29.028442,29.02636,29.006493,29.029203,29.06081,29.05401,29.049828,29.097618,29.085402,29.065042,29.054316,29.088049,29.076237,29.072464,29.083088,29.042183,29.03446,29.035152,29.061958,29.104404,29.116802,29.104147,29.077257,29.098713,29.090366,29.091227
72.62915,66.91012,53.263348,60.01382,62.4865,66.20709,73.0088,72.17887,70.4935,66.074715,65.30663,67.651245,68.17199,75.97157,74.426056,37.231415,39.492172,13.358891,62.463524,68.47165,75.331535,74.63248,28.30029,15.355392,21.548222,55.25441,67.93528,75.070435,74.954956,22.999008,28.65154,20.242981,34.594696,62.519337,74.792786,72.19244,23.100483,19.37107,18.718498,30.396482,69.53096,74.90112,69.875565,27.645008,51.19521,11.9671135,31.610098,66.74683,75.30908,74.60566,63.76237,39.584126,59.306065,63.23353,67.71997,77.705025,76.43488,67.84017,36.751415,65.88328,67.30718,70.97559,74.3461,73.435616,21.19041,56.50596,30.874138,65.17473,68.8007,78.097664,77.785355,21.473553,51.517376,39.418686,59.794613,65.862526,69.37486,66.03226,34.540554,60.10616,36.913624,56.138966,66.76271
7.6543813,7.301756,7.634176,4.9208426,4.8477025,4.549205,4.6627893,4.7317185,4.5435505,10.087378,10.696463,10.332309,10.133505,10.378414,10.327379,10.188162,10.336885,5.8009834,6.0110397,5.8529906,14.708896,14.641932,14.279155,14.59347,4.588635,5.323053,4.7123356,4.9242887,5.010474,4.818051,4.9847803,4.9935975,10.182668,10.353641,10.486357,10.294079,10.274937,8.778937,9.72761,8.6408825,8.745343,8.844575,8.770065,8.740588,8.624408,5.4728403,5.083191,4.594202,4.668745,4.526418,4.5959077,8.996268,10.137647,10.177489,10.018841,10.15328,10.2132225,11.036537,11.110938,11.122475,10.91382,10.117432,10.311986,10.281516,10.5434885,7.800349,7.8281307,21.037577,21.775356,21.21346,21.212055,20.484571,12.330071,11.99828,12.074958,11.60699,11.414472,11.440466,11.251916,11.261121,11.406419,9.888844,10.318248
5.2799172,5.169621,5.1953835,4.853643,5.3320317,4.980181,4.9629426,12.548435,12.453674,12.509778,6.7195954,6.8801074,6.541763,6.9882684,7.175637,7.246864,7.22862,7.0043864,7.4460206,6.9477954,7.1438127,7.0636115,7.1523566,7.056144,6.901384,8.055993,7.1737723,7.061667,7.144077,7.455149,7.240727,7.219791,7.6964517,7.4182496,7.2939324,7.4563212,7.639686,7.437119,13.810822,13.947473,14.008359,13.776913,13.716418,13.854607,13.750947,4.833014,5.833156,5.2571387,4.914972,4.9311767,4.94249,5.4088683,4.9869294,4.948774,4.740418,4.7187715,4.684138,4.6506553,4.703258,4.588165,4.566586,4.845427,5.1915517,5.254832,5.975222,9.054755,9.1368685,9.341558,9.024728,9.12231,9.094959,9.209555,8.956065,24.030937,23.826664,22.235432,20.1663,20.113207,19.892803,20.107534,20.320278,19.413265,19.989279
52.75929,48.337486,23.637226,35.34071,35.666523,48.829548,54.680603,56.181767,51.54697,44.93775,40.370735,45.683697,51.402702,52.47439,52.843872,16.142822,45.49562,46.898865,38.96124,49.95234,52.451363,37.993916,16.80339,37.95909,41.233963,36.630077,48.971554,53.135006,55.42285,37.31593,42.548595,38.62026,18.921988,47.68519,53.438675,52.82617,26.442602,33.401222,36.730545,19.292646,50.593224,52.94629,54.00915,20.136545,37.77436,18.91624,43.426292,47.417202,55.13624,53.95923,44.64754,17.960133,18.355827,44.310074,50.73361,55.708073,58.38664,50.153236,34.922485,42.09865,45.334564,52.479534,57.386974,52.741413,17.915369,43.494278,42.4765,44.189243,50.085556,52.052216,52.31449,16.01617,39.528637,40.195477,31.812555,51.550167,50.10446,49.32597,28.97221,41.816612,40.804764,41.202007,49.410305
33.539936,34.01092,14.035754,17.503628,16.67405,15.730913,23.377613,23.083546,16.494846,20.694471,17.03504,18.459276,19.134295,34.478622,20.23966,13.978223,20.20225,19.918865,14.091048,18.467121,27.282888,31.675543,10.777229,23.08793,17.661293,19.172062,23.306469,27.971373,28.179699,13.976154,21.496813,16.876749,20.728765,19.789368,25.837763,19.135496,12.39269,25.114555,18.690784,15.77876,19.490162,29.34043,35.478252,15.810566,22.46664,17.899101,13.981057,14.801655,16.529503,22.068762,15.312617,13.825624,12.042083,17.325525,15.986989,26.496693,30.587976,15.004695,17.636835,19.002653,17.226715,18.960302,31.882437,26.935379,13.202335,20.466919,17.102629,20.37316,26.197247,30.211433,30.168917,13.873967,19.72445,20.17295,16.626623,24.610992,19.58654,22.70242,18.606417,21.891598,20.95205,19.53901,22.888458
33.655346,29.228539,12.829635,15.739205,21.965553,27.723227,36.0912,34.694637,33.187057,23.223745,22.880417,28.1834,30.792097,37.975857,34.35959,14.822329,18.373575,16.172628,26.847534,31.218004,34.004875,30.214209,18.353168,8.662025,16.243567,25.741379,30.524433,36.30727,35.303486,13.502098,13.589007,23.060053,19.065832,28.598776,33.216106,34.61163,11.138753,21.205389,8.905998,26.491882,27.741745,33.04241,36.315304,9.520478,12.318563,14.466792,23.644854,28.786148,33.851624,33.885994,23.941597,13.167197,25.101336,27.13334,30.628479,33.629646,35.484837,25.927433,30.987265,27.911724,28.206484,29.437904,34.283806,34.37964,10.558975,26.29494,25.210594,23.320204,32.328964,33.954865,32.553967,10.894581,22.156626,20.090439,24.406038,28.209887,31.754477,32.440758,21.850292,25.928835,24.71065,25.610004,29.67923
40.601185,35.171577,23.877642,17.930716,22.109493,34.58374,35.773582,41.147133,40.129044,33.252064,23.817722,32.298782,39.947662,36.87403,42.49432,32.387917,26.211159,18.492493,20.742176,37.550133,37.758957,30.411047,30.12698,18.57879,19.271212,11.628841,34.095387,37.084534,41.43879,40.827473,19.41596,14.51008,14.079179,34.094944,38.666252,32.003506,36.19977,22.143906,22.482141,8.417364,28.968933,38.326458,34.389004,34.871246,20.925396,12.88307,16.806192,33.152435,35.6532,36.68736,40.511196,27.83204,18.985342,20.021715,34.54193,39.313484,41.00056,34.12245,31.706678,24.015133,27.486845,33.27793,39.72614,43.65449,33.83578,18.701553,12.93732,21.020128,44.414486,38.142708,39.798016,35.13662,21.799625,12.692266,24.99269,33.320328,34.150307,33.470673,31.316437,24.447832,19.046297,23.01357,31.339224
40.57732,36.2003,12.39912,11.779029,9.215995,31.91386,43.406914,42.96542,40.67214,18.169804,12.57537,25.570066,35.29497,45.045185,44.875298,11.147304,16.741722,10.909194,11.458337,28.760912,43.151752,43.037,11.715761,10.244598,14.250382,8.10626,20.502449,41.07803,44.225517,13.953807,19.533974,15.355951,6.921922,23.863626,41.216675,42.74644,13.125659,12.485147,9.487302,7.396314,25.910254,40.92995,43.853386,20.179283,10.362311,6.0721297,7.293695,23.254208,42.638577,44.136173,37.092617,11.478696,6.470096,18.596468,35.52043,43.681805,43.310642,40.24771,25.416744,11.8660555,26.499449,37.20259,46.267727,44.648067,20.12985,15.063526,12.182472,11.705779,32.113083,42.665447,42.389202,11.3166485,14.3113365,13.924306,8.357016,30.115452,38.193626,36.605362,21.914446,23.22437,16.579279,19.041725,31.81001
17.921038,16.181532,13.435024,19.308357,13.766797,26.262371,26.259779,25.956161,25.74785,13.583768,14.005127,10.640494,10.323701,11.264832,11.588204,10.8265,10.85999,10.709011,10.814231,10.601854,10.97389,10.8578615,10.745839,10.746889,12.595905,12.586513,12.719452,12.901372,12.779848,12.717223,12.69637,12.565829,12.563419,16.853365,17.032936,16.954432,16.592323,16.188972,17.253649,16.215899,10.87186,10.705304,10.594091,10.445284,10.589155,10.25745,10.823445,10.896345,17.05222,16.887287,16.808708,10.534161,10.425581,10.504296,12.330096,12.460731,12.353437,18.784943,15.129533,13.355232,15.26045,15.1156645,15.591376,15.382825,14.056258,13.781927,14.560284,11.074958,10.79859,10.7677555,10.830835,10.766441,17.769327,16.283724,15.5840225,12.20501,14.013354,13.814127,13.230776,17.804956,16.886843,16.474352,16.70587
34.95575,35.902103,27.181084,18.365608,26.70731,25.685331,33.79618,33.845917,37.808224,28.200302,27.884571,30.189205,24.04845,30.58089,37.61622,29.565353,23.732431,20.125986,18.715588,28.67044,30.409805,38.19995,30.28022,21.365124,17.522974,16.070635,29.114336,35.879253,39.46248,26.45719,18.775993,25.969639,13.952987,23.13802,34.17153,33.42671,29.48593,21.680267,17.897083,14.397629,21.683317,35.670643,42.735912,30.351572,20.189085,15.199429,18.868866,21.588678,34.657772,42.640224,35.96522,23.415854,17.43153,22.500353,32.07175,38.91012,39.3666,35.528793,31.115646,34.157143,33.02622,33.867985,38.355583,43.690727,26.87997,30.375992,16.90074,18.411089,27.76449,36.38877,41.23425,25.221067,23.079945,16.959745,17.441463,23.732965,32.4276,33.044895,26.585588,27.145876,20.949434,26.405668,28.998583
65.77142,66.23446,63.757114,64.020164,66.1209,67.43365,67.3276,67.20779,68.01466,66.15467,65.34018,67.18048,65.283714,70.832504,70.439354,66.08223,64.32139,65.51149,65.35417,65.247185,71.224915,66.81247,64.01147,64.3155,63.113865,64.63742,65.76254,67.05183,67.78977,66.77819,64.66775,64.43429,65.51902,66.58831,65.19188,66.48733,65.777824,65.157265,65.89479,64.70947,67.29167,68.51086,69.41224,66.74645,65.50198,66.35066,65.14221,64.56911,67.181694,67.19856,68.1246,65.29635,64.7701,65.20277,65.03985,70.10586,68.901596,67.642815,67.48943,66.3305,66.35813,67.169395,68.37221,67.40807,65.785324,67.01807,65.773735,67.188774,66.73842,66.01273,65.34431,66.21987,64.79525,65.46671,65.54393,66.36391,67.37601,67.51137,65.15758,64.28066,64.97248,65.24071,65.66175
58.974182,55.332916,49.361195,50.90862,48.743187,55.143093,58.770077,57.856827,55.85151,53.930336,52.258507,51.904697,57.601295,57.821312,56.3962,44.735565,49.48691,51.173313,48.678783,58.30822,59.151752,57.883694,47.48839,50.564274,47.656555,48.214924,56.84184,60.055367,57.738182,50.16142,49.309162,47.624546,49.98374,55.667625,56.503387,57.018684,46.78521,50.32429,48.327526,46.669903,54.955982,57.06357,56.679985,44.9057,50.864445,50.77083,49.821987,56.013542,60.874622,59.937653,54.393295,48.930176,47.41182,51.329067,57.842102,60.80415,60.194572,56.88716,52.15598,49.091637,53.105923,56.756313,57.90192,57.193092,45.433537,51.577377,48.167046,51.311455,60.94259,57.18969,56.5258,44.74347,50.184277,47.508217,50.752407,54.812836,57.108246,56.727505,49.276764,49.15089,50.25115,51.303104,56.94778
72.374626,73.25777,68.56149,61.16892,66.12433,69.79168,78.638336,73.02872,69.39321,71.35046,70.008644,70.09948,72.35943,77.42018,73.68847,54.394474,68.62163,70.10594,67.91761,72.520195,72.669655,73.545975,65.49822,67.82856,67.32653,68.29195,67.8355,72.79894,72.34383,65.6812,69.40087,69.10724,66.593094,70.15468,77.19066,70.06374,67.287056,69.47252,67.550415,67.98454,70.032135,76.32617,75.759964,67.33637,68.55068,68.165405,68.68028,66.98903,71.62179,72.40369,69.11569,68.98164,68.44635,68.72633,71.92104,76.3999,73.773834,71.24763,70.13737,69.98959,66.97578,74.10402,77.19099,68.20744,34.11343,70.92122,67.42746,67.69491,70.250336,75.98815,70.769035,62.913914,68.947525,69.24553,66.48756,70.66008,73.612854,71.80003,68.86992,70.44157,66.76086,69.08666,72.10324
35.01326,22.766975,18.545815,23.893496,20.316607,31.778593,35.226242,35.01649,24.411795,29.321932,29.461996,29.71634,31.075546,35.77496,35.42734,28.895311,19.305857,26.103785,22.05996,32.09249,35.277657,35.258045,22.280096,24.546661,17.699982,17.775522,33.41439,35.36496,35.273983,22.332634,23.257015,24.198687,22.031929,17.499708,35.163033,34.9263,22.045162,23.120584,19.765312,22.042406,27.111944,35.031864,35.075325,22.47939,21.66648,16.662298,30.439533,30.226837,33.037544,33.043926,29.944025,30.018646,30.2083,22.675514,32.07145,35.518276,35.475613,24.737795,22.321154,23.491034,19.118334,32.893105,35.566708,35.166756,20.445694,19.404335,20.341461,20.926012,32.859158,35.051678,35.036198,22.623245,23.561913,20.903862,21.147083,32.229755,31.343536,31.332262,23.504887,24.348646,20.410728,25.125921,23.603327
33.183258,30.40143,27.618736,24.892101,27.47304,29.423725,33.711628,32.520397,30.36487,28.487963,24.962828,28.592813,31.019367,31.347994,31.765688,28.39414,25.74149,25.09691,26.451365,30.316011,29.765493,28.735506,21.872572,28.481186,23.825275,24.70392,28.782133,33.378628,33.199493,28.961145,26.06991,25.760857,27.37437,28.374605,32.472317,32.92266,26.764103,26.272747,25.52937,27.762932,27.63189,30.880144,33.89577,29.352856,26.127272,26.040724,23.816353,28.76647,29.951544,32.58395,29.20489,29.344185,22.550127,27.205538,30.846422,27.144615,35.507504,33.036102,27.776318,23.235943,28.159061,30.827082,33.980907,33.571026,29.25269,28.23464,28.43491,28.084454,29.770336,31.3194,32.899963,28.824419,26.070496,23.788153,27.565542,27.21092,31.170782,31.091194,28.520391,26.863583,26.348124,27.048481,28.865456
8.4802265,8.401792,6.546443,6.438953,6.376419,6.3773637,6.337945,6.4284296,6.2156267,7.2442026,11.816338,11.838301,11.820957,12.089955,11.986082,11.318814,11.805038,6.5373683,6.7776294,6.591665,6.642967,6.5920753,6.8716793,5.016169,4.9388523,5.4687157,6.6149545,6.58982,6.690069,6.9372625,6.639102,10.866221,12.6235,23.269253,23.877722,23.330006,11.260767,12.000303,9.470338,9.239974,9.482714,9.450106,9.3977,9.384153,9.299001,9.108861,9.4918585,9.313822,9.058081,9.067891,8.91889,9.177512,9.206953,9.094178,9.16334,9.210332,9.245656,9.013501,8.833029,9.069491,9.010754,9.18503,9.613021,9.543243,9.5784645,12.503018,12.827362,13.215782,22.575222,21.877932,21.94454,10.210918,9.325959,9.336863,5.8770933,9.9987955,10.018093,10.579893,10.407028,9.518361,9.848303,9.348611,9.830459
36.018738,26.891943,23.76024,20.92456,18.651415,26.266012,36.57826,36.978813,32.235233,26.395111,21.97171,22.453712,30.648968,37.726364,36.36547,19.21801,22.881704,23.610811,16.543495,27.213627,42.029465,30.83494,24.361128,21.369007,24.651524,18.56763,28.19371,35.111042,33.001587,25.758707,23.472315,22.018745,16.581959,25.698542,35.1101,39.159576,24.056477,26.060179,24.112503,15.08642,24.423101,35.95796,37.26293,21.776003,22.528677,18.326883,14.414799,25.106201,36.752335,35.720856,24.856705,19.609432,22.303062,23.529497,28.101923,34.133575,41.866165,31.685844,25.049055,22.59771,24.326141,29.904118,37.600735,35.619263,19.020203,24.95585,21.093794,15.584849,28.17009,35.470253,36.241066,19.59406,21.681149,24.934992,17.214174,23.624012,32.943913,32.944046,25.816788,27.032076,23.941874,24.176281,28.746672
16.099087,16.101173,15.99141,16.117924,16.118755,16.063494,16.056486,16.088701,16.03291,16.061974,16.07592,16.07218,16.08617,16.11088,16.10733,16.152319,16.157831,22.627514,21.970396,16.02187,16.130339,16.116854,16.164259,16.13946,16.12734,25.40086,16.207298,16.135717,16.14167,16.148315,16.137587,16.13831,16.167091,16.134817,21.713545,21.542479,21.151655,16.155062,16.151804,16.163435,16.144577,16.135832,16.121485,16.13431,16.079159,16.141554,16.162746,16.105143,16.070642,16.065674,16.078749,16.110493,16.099796,16.04416,16.090805,16.062593,16.058832,16.065315,16.06472,16.041245,16.062283,16.089571,16.113218,16.104626,16.137451,16.102007,16.129711,16.153458,16.131355,16.112797,16.12504,16.132263,16.42738,16.089102,16.16006,24.373928,20.249922,20.189266,15.911925,15.694005,15.592936,15.781061,19.557516
32.223873,24.06573,22.808765,18.352615,16.668812,29.63755,26.88901,31.753695,24.663204,25.409597,21.25965,26.813705,30.761086,34.99114,35.407158,22.296873,24.235516,18.234787,16.762508,26.65333,35.131287,33.959824,20.633463,20.835238,17.574776,20.066805,28.655968,31.093338,32.086853,20.050205,22.63779,18.063469,18.614258,28.922611,30.529694,26.870148,20.42489,20.711576,19.970823,12.380204,26.071177,33.014038,30.794575,22.66751,16.399399,15.522179,19.337967,29.26147,28.315546,27.376343,27.122633,22.991985,19.931606,23.898718,22.25469,33.669254,26.74818,22.200424,27.328117,19.900833,28.597792,25.018782,35.187214,31.443949,22.27469,24.607132,18.018473,20.439112,32.496475,30.643543,23.265713,19.151657,20.615644,18.350134,20.010466,28.319262,26.437635,28.71116,22.263021,22.501394,18.974915,23.297306,28.133375
17.930523,14.41667,11.714483,16.386667,11.588239,17.826563,18.00741,17.9392,17.96555,13.368762,15.492979,15.4792185,17.95264,18.126534,18.020117,16.503214,17.495947,14.6472645,13.592662,17.926144,18.111338,18.079338,17.54829,16.907152,10.7792,17.496456,21.975016,22.113836,22.077177,17.666592,17.834015,15.827093,15.371896,17.83595,18.05354,17.978092,15.657384,18.117521,16.740196,17.714804,17.994827,18.003878,18.011833,16.935507,15.55306,17.75171,15.475281,19.516848,19.757278,19.736752,15.372251,12.59774,15.363663,16.717892,19.739498,19.82717,19.872854,16.954165,10.593528,19.711824,19.737782,28.336103,28.084839,27.637396,19.349966,19.671026,15.712052,16.503899,19.701757,19.656542,19.642447,14.967207,14.750852,10.679505,17.273363,18.841442,18.04435,18.017553,15.581632,17.839624,17.673975,17.49613,18.435518
14.141664,14.121021,13.898933,14.249284,14.093241,14.309723,14.390121,14.249949,14.480366,14.354107,14.400249,14.340416,14.579107,14.707115,14.400453,13.891478,14.286181,14.259067,13.8765135,14.483734,14.357123,14.368854,13.793188,14.160029,14.09584,13.104327,14.181407,14.435611,14.376414,13.672082,14.072796,13.997509,13.522488,13.985782,14.230671,14.043755,13.632198,13.9413595,13.994432,13.675397,14.170364,14.101849,14.196008,13.822861,13.824104,14.038659,13.565853,13.977614,14.38761,14.343108,14.309477,13.927766,14.203114,14.342056,14.546528,14.519225,14.582947,14.520499,14.483089,14.567724,14.584455,14.50318,14.575395,14.349083,13.682313,14.348498,14.07466,13.834712,14.4831915,14.241429,14.240163,13.762774,14.129306,14.343853,13.925875,13.07164,11.527983,11.492078,11.179519,11.267936,11.502778,10.74612,11.335268
23.45829,17.64774,16.27949,20.111788,18.057184,20.953983,27.576487,27.45029,19.727552,25.02074,21.146156,22.943777,19.362486,20.99798,20.6853,19.188334,20.370161,17.358591,14.761649,24.0385,24.22236,28.089474,16.957874,20.675394,18.233074,11.0689745,20.179108,28.953426,24.209682,20.571089,19.968742,17.38269,9.992639,17.426363,27.839417,30.509798,19.984255,18.79383,16.370358,9.771694,18.521896,24.943705,24.364647,18.16735,19.646017,17.26602,11.83165,17.246399,24.220572,18.620562,16.814602,18.583988,15.07982,18.166092,16.851704,25.74333,32.721035,18.594688,18.398745,20.310385,22.076595,21.898764,21.96829,21.209024,17.48742,23.299927,19.832407,13.696549,20.156992,25.096762,28.813873,15.690477,19.10919,17.732452,11.1621685,21.860544,23.83686,23.263346,19.59212,19.9152,18.057434,16.180756,21.341606
55.312572,53.013283,50.333107,50.733723,48.507164,49.67735,53.90607,52.67091,54.505573,52.484444,50.7892,48.594074,51.86727,55.606552,55.20059,50.83624,51.397343,50.656296,40.975296,52.638767,54.518974,53.140102,51.530052,52.28937,51.581326,30.70263,52.329395,54.184155,54.178207,51.43497,51.30231,51.263557,14.137329,50.2902,54.49881,54.913174,50.8395,52.258736,52.097137,15.9281845,52.26005,53.820328,54.717674,51.121338,51.852665,48.28391,25.105799,50.208675,52.849617,53.44864,52.94805,50.497448,50.318695,50.145184,51.86446,55.861122,55.190685,53.08684,51.706707,51.332928,50.976135,52.153976,54.90075,56.289196,52.005753,52.254963,51.993828,46.832134,52.865814,54.84823,53.07826,51.342495,52.142784,51.580635,43.049644,51.753727,53.20772,52.62304,51.576103,51.0621,50.042023,44.527935,52.37471
20.027832,20.020891,20.026377,19.075191,19.120827,19.071478,19.08388,19.09817,20.013733,20.014328,20.021725,20.015104,20.018194,20.026918,20.022606,20.03076,20.024706,20.019926,20.030258,20.036,20.038254,20.036232,20.016335,20.031551,20.021282,20.012495,20.024145,20.041437,20.037296,20.018566,20.023972,20.024773,20.032778,20.021257,20.03706,20.035194,20.026329,20.026339,20.035038,20.033264,20.039762,20.032827,20.03516,20.027174,20.018072,20.830605,20.739212,19.558971,19.546518,19.544767,19.54199,20.009851,20.014572,20.007792,20.017965,20.03112,20.028826,20.01441,20.005226,20.011389,20.013779,20.027967,20.041897,20.036861,20.034864,20.02701,20.031641,20.02921,20.03737,20.037756,20.038614,20.030241,20.023365,20.02046,20.024054,24.11438,21.913397,21.881891,20.044846,19.29335,19.975428,20.01786,20.055838
13.852763,13.509517,12.4665365,11.412165,10.848002,13.636643,13.5545,13.850435,19.930647,13.683008,13.375144,15.66224,30.064297,34.330864,33.498447,13.466265,14.834038,14.032383,16.491686,29.729021,33.40302,33.589996,13.768494,14.148024,13.756978,13.760348,13.941538,14.305543,14.207398,14.002843,13.854149,11.171559,13.828914,14.190336,14.32343,14.297572,11.5068445,12.825203,17.398283,15.077694,13.486007,13.323334,13.603768,12.52039,12.592539,11.40276,12.514194,12.780511,12.692572,12.652387,12.466993,14.764751,11.995663,14.115634,29.204432,28.442255,28.544464,14.0430155,9.426206,14.432785,14.4203005,14.666092,15.199019,15.192969,13.015435,13.254665,11.176877,15.003258,15.133566,15.341266,15.341737,11.659037,11.520471,9.164548,14.953394,18.79724,18.417212,18.300163,15.444318,14.936666,14.44406,15.338392,17.997602
17.756952,10.661001,5.784776,7.7172546,8.534599,9.836448,19.986277,13.084671,11.239759,8.66136,7.9205403,12.834219,16.077412,24.494461,15.903427,7.606567,7.553001,7.4245133,8.367093,16.18877,16.259449,18.725956,6.568477,7.4841647,9.653556,7.8332424,15.794716,16.448637,20.201899,8.163531,8.548632,9.839553,7.5471025,19.81156,25.603397,27.562374,9.606467,7.077949,8.02165,6.4964266,18.650875,26.995409,27.489532,6.473469,9.280391,6.629076,10.83962,8.3116455,19.400347,16.969938,9.18623,7.450491,6.379487,10.663794,7.974831,27.229141,20.965202,9.765504,8.725776,9.692675,9.031602,23.212103,18.126842,20.920887,7.5385156,10.179647,10.220727,12.120122,17.06797,17.034925,16.11094,7.0281363,11.1565075,7.412053,8.581266,22.499933,17.606897,17.828987,12.132856,13.700962,13.284121,12.701808,16.832539
26.54391,26.832867,26.915592,26.802877,26.388851,26.236782,26.284744,33.238766,33.452003,33.32573,25.414707,25.379358,25.247696,25.707891,25.705837,25.772388,26.122025,26.069422,26.231203,25.672192,25.694862,25.652521,25.759167,27.847643,37.210472,35.118137,34.68633,34.36289,34.322052,31.59629,32.106445,25.682117,25.783838,25.689035,25.76261,25.768156,25.783386,25.723364,25.695112,25.744558,32.416954,32.20945,32.308605,24.57834,24.538776,24.404331,25.643356,25.481169,25.426836,25.411137,25.362293,25.439934,25.429474,31.692198,31.816513,31.759638,31.800104,31.750605,31.687952,39.567547,25.552177,25.453003,25.772985,25.6466,26.235472,27.44795,27.404688,27.408894,27.220045,27.164068,26.271517,25.59114,25.88543,25.989128,24.400175,24.699852,25.9629,25.967758,26.225946,26.069159,36.31904,34.150196,27.502567
40.172832,30.219345,27.850739,28.94374,29.829653,32.339912,39.615715,39.456482,38.37215,35.757935,27.120676,26.671432,32.95377,39.99858,42.07585,19.380096,25.348803,19.527653,19.529947,31.773981,39.314674,40.837315,12.529942,19.452087,23.763632,21.183758,33.812008,39.319202,37.02374,13.753742,28.956491,26.610025,25.00393,33.62899,39.13577,40.188374,19.667662,28.635191,28.27689,15.224756,34.91242,38.493793,38.44923,12.3504715,32.91853,23.071272,23.784214,35.39495,38.79874,37.469357,29.267174,23.001562,27.586605,28.325462,35.255993,39.737278,39.151543,31.1894,26.763754,31.364515,30.308243,36.852688,40.807205,40.81788,16.30318,32.610695,29.975313,24.604956,37.83732,38.695885,36.92066,20.562014,28.133938,19.58815,25.139423,32.221416,34.132168,35.55725,20.356085,28.892128,26.18776,24.378382,33.965336
